Lease_ID;Building;Address;City;Postal_code;Churned;Lease_Start;Lease_Release;Size;Rent_Begin;Rent_Latest;Rent_Begin_sqm;Rent_Latest_sqm;Floor_level;Construction_year;Rooms;#_Apartments;Lease_Term;Tenure;Tenant1_Age;Tenant2_Age;Tenant3_Age;Tenant1_Gender;Tenant2_Gender;Tenant3_Gender;Tenant_Age(s);Tenant_Gender
180-10-11-14;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 2;Aarhus N;8200;0;15/01/2021;;83;105540;113363,88;1272;1366;2;2004;4;52;;34;36;36;;0;1;;36;Both
180-10-12-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 3;Aarhus N;8200;1;01/02/2009;31/08/2010;83;89340;92460;1076;1114;2;2004;4;52;31/05/2010;15;22;;;0;;;22;Male
180-10-12-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 3;Aarhus N;8200;1;01/09/2010;31/05/2014;83;89340;102516;1076;1235;2;2004;4;52;28/02/2014;41;19;19;19;0;0;0;19;Male
180-10-12-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 3;Aarhus N;8200;1;01/06/2014;31/08/2016;83;98088;104064;1182;1254;2;2004;4;52;31/05/2016;23;22;21;22;0;0;0;22;Male
180-10-12-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 3;Aarhus N;8200;1;01/08/2016;31/07/2017;83;104064;104064;1254;1254;2;2004;4;52;30/04/2017;8;50;;;1;;;50;Female
180-10-12-10;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 3;Aarhus N;8200;1;01/08/2017;31/07/2019;83;103752;104875,32;1250;1264;2;2004;4;52;30/04/2019;20;20;20;;1;1;;20;Female
180-10-12-12;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 3;Aarhus N;8200;1;01/08/2019;30/06/2021;83;111000;111107,16;1337;1339;2;2004;4;52;30/03/2021;19;22;21;;1;1;;22;Female
180-10-12-14;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 3;Aarhus N;8200;1;01/07/2021;31/01/2023;83;103200;111273,84;1243;1341;2;2004;4;52;31/10/2022;15;21;20;;1;1;;21;Female
180-10-12-16;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 3;Aarhus N;8200;0;15/03/2023;;83;105600;105600;1272;1272;2;2004;4;52;;8;47;;;0;;;47;Male
180-10-13-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 4;Aarhus N;8200;1;01/05/2009;31/12/2010;85;89340;92460;1051;1088;2;2004;4;52;30/09/2010;16;25;23;;0;1;;24;Both
180-10-13-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 4;Aarhus N;8200;1;01/01/2011;30/09/2016;85;92472;109824;1088;1292;2;2004;4;52;30/06/2016;65;30;32;;1;0;;31;Both
180-10-13-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 4;Aarhus N;8200;1;01/08/2016;31/12/2016;85;109824;109824;1292;1292;2;2004;4;52;30/09/2016;1;;;;;;;;
180-10-13-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 4;Aarhus N;8200;1;01/01/2017;31/01/2018;85;109824;111569,04;1292;1313;2;2004;4;52;31/10/2017;9;35;;;1;;;35;Female
180-10-13-10;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 4;Aarhus N;8200;1;01/02/2018;28/02/2021;85;109824;111656,16;1292;1314;2;2004;4;52;28/11/2020;33;27;18;;0;0;;23;Male
180-10-13-12;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 4;Aarhus N;8200;1;15/03/2021;31/10/2021;85;103200;103200;1214;1214;2;2004;4;52;31/07/2021;4;19;20;20;1;1;1;20;Female
180-10-13-14;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 4;Aarhus N;8200;0;01/11/2021;;85;106800;114160,08;1256;1343;2;2004;4;52;;24;28;28;;1;1;;28;Female
180-10-14-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 5;Aarhus N;8200;1;01/07/2008;30/11/2009;85;89340;89340;1051;1051;2;2004;4;52;30/08/2009;13;33;19;;0;1;;26;Both
180-10-14-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 5;Aarhus N;8200;1;15/12/2009;30/06/2011;85;89340;92472;1051;1088;2;2004;4;52;30/03/2011;15;23;19;20;0;0;0;21;Male
180-10-14-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 5;Aarhus N;8200;1;01/07/2011;31/05/2015;85;89340;100548;1051;1183;2;2004;4;52;28/02/2015;43;20;21;;0;0;;21;Male
180-10-14-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 5;Aarhus N;8200;1;01/06/2015;28/02/2017;85;100140;105216;1178;1238;2;2004;4;52;28/11/2016;17;20;20;19;0;0;0;20;Male
180-10-14-10;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 5;Aarhus N;8200;1;01/03/2017;31/01/2021;85;102648;105609,96;1208;1242;2;2004;4;52;31/10/2020;43;25;27;21;0;0;0;24;Male
180-10-14-12;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 5;Aarhus N;8200;1;15/02/2021;30/06/2021;85;103200;103200;1214;1214;2;2004;4;52;30/03/2021;1;48;;;0;;;48;Male
180-10-14-14;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 5;Aarhus N;8200;1;01/06/2021;31/12/2021;85;103200;103200;1214;1214;2;2004;4;52;30/09/2021;3;20;21;;0;0;;21;Male
180-10-14-16;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 5;Aarhus N;8200;0;01/03/2022;;85;105600;109824;1242;1292;2;2004;4;52;;20;24;;;1;;;24;Female
180-10-15-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 6;Aarhus N;8200;1;01/08/2008;31/10/2009;83;89340;89340;1076;1076;2;2004;4;52;31/07/2009;11;20;19;;0;0;;20;Male
180-10-15-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 6;Aarhus N;8200;1;01/11/2009;30/06/2010;83;89340;92460;1076;1114;2;2004;4;52;30/03/2010;4;39;;;1;;;39;Female
180-10-15-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 6;Aarhus N;8200;1;15/06/2010;28/02/2011;83;92460;95232;1114;1147;2;2004;4;52;28/11/2010;5;45;;;0;;;45;Male
180-10-15-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 6;Aarhus N;8200;1;01/03/2011;31/05/2013;83;92016;97320;1109;1173;2;2004;4;52;28/02/2013;23;23;23;;1;0;;23;Both
180-10-15-10;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 6;Aarhus N;8200;1;01/05/2013;30/06/2019;83;97320;116208;1173;1400;2;2004;4;52;30/03/2019;70;16;17;;1;1;;17;Female
180-10-15-12;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 6;Aarhus N;8200;1;01/07/2019;31/07/2023;83;111000;119456,04;1337;1439;2;2004;4;52;30/04/2023;45;22;22;;1;1;;22;Female
180-10-15-14;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 6;Aarhus N;8200;0;01/08/2023;;83;105600;105600;1272;1272;2;2004;4;52;;3;21;21;;0;0;;21;Male
180-10-16-2;Skejbyparken 18-62;Skejbyparken 22, 2. sal, lejl. 7;Aarhus N;8200;1;01/11/2007;31/10/2009;83;86316;91494,96;1040;1102;2;2004;4;52;31/07/2009;20;35;;;1;;;35;Female
180-10-16-4;Skejbyparken 18-62;Skejbyparken 22, 2. sal, lejl. 7;Aarhus N;8200;1;01/11/2009;30/09/2010;83;89340;92472;1076;1114;2;2004;4;52;30/06/2010;7;26;21;;0;1;;24;Both
180-10-16-6;Skejbyparken 18-62;Skejbyparken 22, 2. sal, lejl. 7;Aarhus N;8200;1;15/08/2010;31/03/2011;83;89340;89340;1076;1076;2;2004;4;52;31/12/2010;4;20;21;;1;0;;21;Both
180-10-16-8;Skejbyparken 18-62;Skejbyparken 22, 2. sal, lejl. 7;Aarhus N;8200;1;01/03/2011;30/11/2013;83;92016;97620;1109;1176;2;2004;4;52;30/08/2013;29;19;21;;1;1;;20;Female
180-10-16-10;Skejbyparken 18-62;Skejbyparken 22, 2. sal, lejl. 7;Aarhus N;8200;1;01/10/2013;29/02/2020;83;97620;119700;1176;1442;2;2004;4;52;29/11/2019;73;16;15;;0;1;;16;Both
180-10-16-12;Skejbyparken 18-62;Skejbyparken 22, 2. sal, lejl. 7;Aarhus N;8200;1;01/03/2020;31/01/2023;83;111540;119347,8;1344;1438;2;2004;4;52;31/10/2022;31;21;;;0;;;21;Male
180-10-16-14;Skejbyparken 18-62;Skejbyparken 22, 2. sal, lejl. 7;Aarhus N;8200;0;01/02/2023;;83;105600;105600;1272;1272;2;2004;4;52;;9;22;23;;0;0;;23;Male
180-10-17-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 8;Aarhus N;8200;1;01/08/2009;30/06/2010;83;89340;92472;1076;1114;2;2004;4;52;30/03/2010;7;20;;;1;;;20;Female
180-10-17-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 8;Aarhus N;8200;1;01/08/2010;31/08/2013;83;89340;97320;1076;1173;2;2004;4;52;31/05/2013;33;20;20;20;0;0;0;20;Male
180-10-17-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 8;Aarhus N;8200;1;01/08/2013;30/06/2015;83;97320;103248;1173;1244;2;2004;4;52;30/03/2015;19;19;21;20;1;1;1;20;Female
180-10-17-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 8;Aarhus N;8200;1;01/07/2015;31/05/2017;83;100140;104184;1207;1255;2;2004;4;52;28/02/2017;19;;;;;;;;
180-10-17-10;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 8;Aarhus N;8200;1;01/06/2017;28/02/2022;83;103752;106821,6;1250;1287;2;2004;4;52;28/11/2021;53;27;27;;0;1;;27;Both
180-10-17-12;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 8;Aarhus N;8200;1;01/03/2022;31/10/2022;83;105600;105600;1272;1272;2;2004;4;52;31/07/2022;4;23;24;;0;0;;24;Male
180-10-17-14;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 8;Aarhus N;8200;1;01/11/2022;31/08/2023;83;105600;105600;1272;1272;2;2004;4;52;31/05/2023;6;33;33;;1;0;;33;Both
180-10-17-16;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 8;Aarhus N;8200;0;01/09/2023;;83;105600;105600;1272;1272;2;2004;4;52;;2;20;26;;1;0;;23;Both
180-10-18-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 9;Aarhus N;8200;1;01/08/2008;30/04/2010;85;89340;95700;1051;1126;2;2004;4;52;30/01/2010;17;24;23;25;1;1;1;24;Female
180-10-18-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 9;Aarhus N;8200;1;01/05/2010;31/07/2011;85;92460;95232;1088;1120;2;2004;4;52;30/04/2011;11;22;25;;1;0;;24;Both
180-10-18-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 9;Aarhus N;8200;1;01/08/2011;31/01/2012;85;92460;95232;1088;1120;2;2004;4;52;31/10/2011;2;22;24;22;0;0;0;23;Male
180-10-18-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 9;Aarhus N;8200;1;01/02/2012;31/03/2016;85;92460;104064;1088;1224;2;2004;4;52;31/12/2015;46;21;21;;1;1;;21;Female
180-10-18-10;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 9;Aarhus N;8200;1;01/03/2016;31/03/2019;85;104064;106775,04;1224;1256;2;2004;4;52;31/12/2018;33;25;;;1;;;25;Female
180-10-18-12;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 9;Aarhus N;8200;1;01/04/2019;28/02/2021;85;107400;108444;1264;1276;2;2004;4;52;28/11/2020;19;35;30;;0;1;;33;Both
180-10-18-14;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 9;Aarhus N;8200;0;01/03/2021;;85;103200;110760;1214;1303;2;2004;4;52;;32;26;26;;0;1;;26;Both
180-10-19-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 10;Aarhus N;8200;1;01/02/2008;31/08/2013;85;89340;106104;1051;1248;2;2004;4;52;31/05/2013;63;19;20;;1;1;;20;Female
180-10-19-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 10;Aarhus N;8200;1;01/09/2013;31/08/2015;85;97320;103248;1145;1215;2;2004;4;52;31/05/2015;20;19;19;;1;1;;19;Female
180-10-19-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 10;Aarhus N;8200;1;01/09/2015;30/06/2017;85;103248;108468;1215;1276;2;2004;4;52;30/03/2017;18;21;21;;1;1;;21;Female
180-10-19-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 10;Aarhus N;8200;1;01/07/2017;28/02/2021;85;103752;105892,32;1221;1246;2;2004;4;52;28/11/2020;40;24;;;0;;;24;Male
180-10-19-10;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 10;Aarhus N;8200;1;01/05/2021;31/03/2022;85;103200;103200;1214;1214;2;2004;4;52;31/12/2021;7;55;51;;0;0;;53;Male
180-10-19-12;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 10;Aarhus N;8200;1;01/04/2022;30/09/2023;85;105600;109824;1242;1292;2;2004;4;52;30/06/2023;14;30;27;;1;0;;29;Both
180-10-19-14;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 10;Aarhus N;8200;0;01/10/2023;;85;107940;107940;1270;1270;2;2004;4;52;;1;50;;;0;;;50;Male
180-10-20-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 11;Aarhus N;8200;1;01/06/2008;31/12/2009;83;89340;92020,2;1076;1109;2;2004;4;52;30/09/2009;15;22;;;0;;;22;Male
180-10-20-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 11;Aarhus N;8200;1;01/01/2010;31/05/2019;83;89340;116568;1076;1404;2;2004;4;52;28/02/2019;109;14;16;;1;1;;15;Female
180-10-20-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 11;Aarhus N;8200;1;01/06/2019;31/08/2021;83;111000;115440;1337;1391;2;2004;4;52;31/05/2021;23;24;26;;0;1;;25;Both
180-10-20-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 11;Aarhus N;8200;0;01/09/2021;;83;105600;113691;1272;1370;2;2004;4;52;;26;23;27;;1;0;;25;Both
180-10-21-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 12;Aarhus N;8200;1;01/05/2009;30/11/2010;83;89340;89340;1076;1076;2;2004;4;52;30/08/2010;15;35;;;1;;;35;Female
180-10-21-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 12;Aarhus N;8200;1;15/10/2010;31/03/2012;83;89340;95700;1076;1153;2;2004;4;52;31/12/2011;14;;;;;;;;
180-10-21-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 12;Aarhus N;8200;1;01/05/2012;30/06/2017;83;92460;103752;1114;1250;2;2004;4;52;30/03/2017;58;21;;;1;;;21;Female
180-10-21-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 12;Aarhus N;8200;1;01/06/2017;31/08/2018;83;103752;104468,16;1250;1259;2;2004;4;52;31/05/2018;11;22;;;1;;;22;Female
180-10-21-10;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 12;Aarhus N;8200;1;01/09/2018;30/04/2021;83;110400;111582,48;1330;1344;2;2004;4;52;30/01/2021;28;20;21;;0;0;;21;Male
180-10-21-12;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 12;Aarhus N;8200;1;01/05/2021;31/03/2022;83;103200;103200;1243;1243;2;2004;4;52;31/12/2021;7;;;;;;;;
180-10-21-14;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 12;Aarhus N;8200;0;01/09/2022;;83;105600;109824;1272;1323;2;2004;4;52;;14;20;21;;0;0;;21;Male
180-10-22-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 13;Aarhus N;8200;1;01/08/2008;31/07/2009;91;89340;89340;982;982;2;2004;4;52;30/04/2009;8;;;;;;;;
180-10-22-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 13;Aarhus N;8200;1;01/08/2009;31/07/2014;91;89340;106104;982;1166;2;2004;4;52;30/04/2014;56;18;19;;1;0;;19;Both
180-10-22-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 13;Aarhus N;8200;1;01/08/2014;31/01/2016;91;115920;120720;1274;1327;2;2004;4;52;31/10/2015;14;20;20;20;0;0;0;20;Male
180-10-22-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 13;Aarhus N;8200;1;15/03/2016;31/12/2016;91;120720;120720;1327;1327;2;2004;4;52;30/09/2016;6;45;;;0;;;45;Male
180-10-22-10;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 13;Aarhus N;8200;1;01/01/2017;31/12/2020;91;120720;124436,4;1327;1367;2;2004;4;52;30/09/2020;44;35;40;;0;0;;38;Male
180-10-22-12;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 13;Aarhus N;8200;1;01/01/2021;31/05/2022;91;113748;116701,08;1250;1282;2;2004;4;52;28/02/2022;13;30;28;;0;1;;29;Both
180-10-22-14;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 13;Aarhus N;8200;0;01/06/2022;;91;114000;118560;1253;1303;2;2004;4;52;;17;24;25;;1;0;;25;Both
180-10-23-2;Skejbyparken 18-62;Skejby Parken 24;Aarhus N;8200;0;15/04/2005;;40;45336;77944,8;1133;1949;St;2004;1;52;;223;29;;;1;;;29;Female
180-10-24-2;Skejbyparken 18-62;Skejby Parken 26;Aarhus N;8200;1;01/08/2007;31/07/2011;68;76140;87372;1120;1285;St;2004;3;52;30/04/2011;44;24;25;;0;1;;25;Both
180-10-24-4;Skejbyparken 18-62;Skejby Parken 26;Aarhus N;8200;1;01/08/2011;31/07/2012;68;83196;85692;1223;1260;St;2004;3;52;30/04/2012;8;26;26;;1;0;;26;Both
180-10-24-6;Skejbyparken 18-62;Skejby Parken 26;Aarhus N;8200;1;01/08/2012;30/09/2014;68;85692;90912;1260;1337;St;2004;3;52;30/06/2014;22;37;;;1;;;37;Female
180-10-24-8;Skejbyparken 18-62;Skejby Parken 26;Aarhus N;8200;1;01/10/2014;30/06/2017;68;86688;93360;1275;1373;St;2004;3;52;30/03/2017;29;24;;;1;;;24;Female
180-10-24-10;Skejbyparken 18-62;Skejby Parken 26;Aarhus N;8200;0;01/07/2017;;68;93360;106441,32;1373;1565;St;2004;3;52;;76;;;;;;;;
180-10-25-2;Skejbyparken 18-62;Skejby Parken 28;Aarhus N;8200;1;01/09/2008;31/08/2011;69;78804;87372;1142;1266;St;2004;3;52;31/05/2011;32;;;;;;;;
180-10-25-4;Skejbyparken 18-62;Skejby Parken 28;Aarhus N;8200;1;01/09/2011;31/07/2017;69;83196;93360;1206;1353;St;2004;3;52;30/04/2017;67;28;26;;1;0;;27;Both
180-10-25-6;Skejbyparken 18-62;Skejby Parken 28;Aarhus N;8200;1;01/07/2017;31/07/2019;69;93360;95102,4;1353;1378;St;2004;3;52;30/04/2019;21;19;;;1;;;19;Female
180-10-25-8;Skejbyparken 18-62;Skejby Parken 28;Aarhus N;8200;1;01/08/2019;30/09/2019;69;96000;96000;1391;1391;St;2004;3;52;30/06/2019;51;30;;;1;;;30;Female
180-10-25-10;Skejbyparken 18-62;Skejby Parken 28;Aarhus N;8200;0;01/09/2019;;69;96000;109183,68;1391;1582;St;2004;3;52;;50;23;;;0;;;23;Male
180-10-26-2;Skejbyparken 18-62;Skejbyparken 30;Aarhus N;8200;1;15/01/2007;31/03/2011;69;76140;85692;1103;1242;St;2004;3;52;31/12/2010;47;27;24;;0;1;;26;Both
180-10-26-4;Skejbyparken 18-62;Skejbyparken 30;Aarhus N;8200;1;01/04/2011;31/07/2015;69;83196;93636;1206;1357;St;2004;3;52;30/04/2015;48;31;35;;1;0;;33;Both
180-10-26-6;Skejbyparken 18-62;Skejbyparken 30;Aarhus N;8200;1;01/06/2015;30/06/2020;69;93636;105936;1357;1535;St;2004;3;52;30/03/2020;57;50;;;0;;;50;Male
180-10-26-8;Skejbyparken 18-62;Skejbyparken 30;Aarhus N;8200;1;01/07/2020;30/09/2021;69;100740;101612,64;1460;1473;St;2004;3;52;30/06/2021;11;31;29;;0;1;;30;Both
180-10-26-10;Skejbyparken 18-62;Skejbyparken 30;Aarhus N;8200;1;01/10/2021;30/06/2023;69;102000;106080;1478;1537;St;2004;3;52;30/03/2023;17;26;27;;0;1;;27;Both
180-10-26-12;Skejbyparken 18-62;Skejbyparken 30;Aarhus N;8200;0;01/07/2023;;69;100800;100800;1461;1461;St;2004;3;52;;4;21;22;;0;1;;22;Both
180-10-27-2;Skejbyparken 18-62;Skejby Parken 32;Aarhus N;8200;1;01/08/2009;31/10/2013;75;81624;93624;1088;1248;St;2004;3;52;31/07/2013;47;26;22;;1;0;;24;Both
180-10-27-4;Skejbyparken 18-62;Skejby Parken 32;Aarhus N;8200;1;15/09/2013;31/12/2016;75;93624;102300;1248;1364;St;2004;3;52;30/09/2016;36;40;;;0;;;40;Male
180-10-27-6;Skejbyparken 18-62;Skejby Parken 32;Aarhus N;8200;1;01/12/2016;30/11/2020;75;102300;105356,88;1364;1405;St;2004;3;52;30/08/2020;44;27;28;;1;0;;28;Both
180-10-27-8;Skejbyparken 18-62;Skejby Parken 32;Aarhus N;8200;0;01/12/2020;;75;105360;112117,68;1405;1495;St;2004;3;52;;35;25;24;;0;1;;25;Both
180-10-28-2;Skejbyparken 18-62;Skejby Parken 34;Aarhus N;8200;1;01/11/2007;31/12/2010;69;78864;87444;1143;1267;St;2004;3;52;30/09/2010;34;22;20;;1;1;;21;Female
180-10-28-4;Skejbyparken 18-62;Skejby Parken 34;Aarhus N;8200;1;01/01/2011;31/07/2014;69;81624;89196;1183;1293;St;2004;3;52;30/04/2014;39;23;22;;0;1;;23;Both
180-10-28-6;Skejbyparken 18-62;Skejby Parken 34;Aarhus N;8200;1;01/08/2014;30/04/2018;69;87972;97800;1275;1417;St;2004;3;52;30/01/2018;41;23;;;1;;;23;Female
180-10-28-8;Skejbyparken 18-62;Skejby Parken 34;Aarhus N;8200;1;16/04/2018;30/09/2019;69;97800;99055,08;1417;1436;St;2004;3;52;30/06/2019;14;32;;;0;;;32;Male
180-10-28-10;Skejbyparken 18-62;Skejby Parken 34;Aarhus N;8200;1;01/10/2019;30/04/2021;69;98400;98872,56;1426;1433;St;2004;3;52;30/01/2021;15;27;25;;1;0;;26;Both
180-10-28-12;Skejbyparken 18-62;Skejby Parken 34;Aarhus N;8200;1;01/05/2021;31/03/2023;69;98880;102000;1433;1478;St;2004;3;52;31/12/2022;19;22;25;;1;0;;24;Both
180-10-28-14;Skejbyparken 18-62;Skejby Parken 34;Aarhus N;8200;0;15/03/2023;;69;102000;102000;1478;1478;St;2004;3;52;;8;23;23;;1;0;;23;Both
180-10-29-2;Skejbyparken 18-62;Skejby Parken 36;Aarhus N;8200;1;01/04/2007;28/02/2010;62;73560;78804;1186;1271;St;2004;3;52;28/11/2009;31;28;;;1;;;28;Female
180-10-29-4;Skejbyparken 18-62;Skejby Parken 36;Aarhus N;8200;1;01/02/2010;30/04/2014;62;78804;88692;1271;1431;St;2004;3;52;30/01/2014;47;30;27;;1;0;;29;Both
180-10-29-6;Skejbyparken 18-62;Skejby Parken 36;Aarhus N;8200;1;01/05/2014;31/03/2018;62;83196;93636;1342;1510;St;2004;3;52;31/12/2017;43;23;27;;1;0;;25;Both
180-10-29-8;Skejbyparken 18-62;Skejby Parken 36;Aarhus N;8200;1;01/04/2018;31/12/2020;62;93636;95762,04;1510;1545;St;2004;3;52;30/09/2020;29;36;30;;0;1;;33;Both
180-10-29-10;Skejbyparken 18-62;Skejby Parken 36;Aarhus N;8200;1;01/01/2021;31/08/2021;62;93000;93000;1500;1500;St;2004;3;52;31/05/2021;4;23;24;;0;0;;24;Male
180-10-29-12;Skejbyparken 18-62;Skejby Parken 36;Aarhus N;8200;1;01/09/2021;31/12/2022;62;97800;99600;1577;1606;St;2004;3;52;30/09/2022;12;29;28;;0;1;;29;Both
180-10-29-14;Skejbyparken 18-62;Skejby Parken 36;Aarhus N;8200;0;01/12/2022;;62;99600;99600;1606;1606;St;2004;3;52;;11;50;;;1;;;50;Female
180-10-30-2;Skejbyparken 18-62;Skejby Parken 38;Aarhus N;8200;1;01/11/2008;31/07/2010;63;76140;78804;1209;1251;St;2004;3;52;30/04/2010;17;;;;;;;;
180-10-30-4;Skejbyparken 18-62;Skejby Parken 38;Aarhus N;8200;1;15/07/2010;31/01/2013;63;78804;83196;1251;1321;St;2004;3;52;31/10/2012;27;31;31;;1;0;;31;Both
180-10-30-6;Skejbyparken 18-62;Skejby Parken 38;Aarhus N;8200;1;15/12/2012;30/11/2014;63;83196;85692;1321;1360;St;2004;3;52;30/08/2014;20;19;18;;0;0;;19;Male
180-10-30-8;Skejbyparken 18-62;Skejby Parken 38;Aarhus N;8200;1;15/09/2014;31/07/2019;63;85692;94632;1360;1502;St;2004;3;52;30/04/2019;55;27;27;;0;1;;27;Both
180-10-30-10;Skejbyparken 18-62;Skejby Parken 38;Aarhus N;8200;1;01/08/2019;31/05/2021;63;99000;99000;1571;1571;St;2004;3;52;28/02/2021;18;26;24;;0;1;;25;Both
180-10-30-12;Skejbyparken 18-62;Skejby Parken 38;Aarhus N;8200;1;01/05/2021;31/05/2023;63;99000;107989,68;1571;1714;St;2004;3;52;28/02/2023;21;21;21;;0;0;;21;Male
180-10-30-14;Skejbyparken 18-62;Skejby Parken 38;Aarhus N;8200;0;01/06/2023;;63;100800;100800;1600;1600;St;2004;3;52;;5;27;26;;0;1;;27;Both
180-10-31-2;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 1;Aarhus N;8200;1;01/09/2008;31/10/2010;85;89340;95700;1051;1126;1;2004;4;52;31/07/2010;22;27;;;0;;;27;Male
180-10-31-4;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 1;Aarhus N;8200;1;01/10/2010;30/06/2012;85;89340;89340;1051;1051;1;2004;4;52;30/03/2012;17;;;;;;;;
180-10-31-6;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 1;Aarhus N;8200;1;01/07/2012;30/06/2013;85;95124;97980;1119;1153;1;2004;4;52;30/03/2013;8;21;21;;1;1;;21;Female
180-10-31-8;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 1;Aarhus N;8200;1;01/07/2013;30/06/2021;85;97980;124116;1153;1460;1;2004;4;52;30/03/2021;92;15;15;;0;0;;15;Male
180-10-31-10;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 1;Aarhus N;8200;0;01/07/2021;;85;111600;123594,84;1313;1454;1;2004;4;52;;28;38;39;;0;1;;39;Both
180-10-32-2;Skejbyparken 18-62;Skejby Parken 40, 1. sal, lejl. 2;Aarhus N;8200;1;01/02/2009;31/07/2018;77;89340;121752;1160;1581;1;2004;4;52;30/04/2018;110;32;32;;1;0;;32;Both
