Lease_ID;Building;Address;City;Postal_code;Churned;Lease_Start;Lease_Release;Size;Rent_Begin;Rent_Latest;Rent_Begin_sqm;Rent_Latest_sqm;Floor_level;Construction_year;Rooms;#_Apartments;Lease_Term;Tenure;Tenant1_Age;Tenant2_Age;Tenant3_Age;Tenant1_Gender;Tenant2_Gender;Tenant3_Gender;Tenant_Age(s);Tenant_Gender
182-10-14-8;Rundhøj Alle 61;Rundhøj Alle 61F, 1. - 7;Højbjerg;8270;0;01/06/2020;;84;105540;116311,32;1256;1385;1;2015;2;31;;41;26;;;0;;;26;Male
182-10-15-2;Rundhøj Alle 61;Rundhøj Alle 61F, 1. - 8;Højbjerg;8270;0;01/08/2015;;84;105000;127932;1250;1523;1;2015;3;31;;99;;;;;;;;
182-10-16-2;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 1;Højbjerg;8270;1;01/08/2015;30/04/2016;78;101520;104064;1302;1334;2;2015;3;31;30/01/2016;5;25;;;0;;;25;Male
182-10-16-4;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 1;Højbjerg;8270;1;01/04/2016;31/10/2018;78;104064;105946,44;1334;1358;2;2015;3;31;31/07/2018;27;29;31;;0;1;;30;Both
182-10-16-6;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 1;Højbjerg;8270;1;01/12/2018;31/12/2021;78;106020;106948,2;1359;1371;2;2015;3;31;30/09/2021;33;62;;;0;;;62;Male
182-10-16-8;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 1;Højbjerg;8270;0;01/01/2022;;78;107400;111696;1377;1432;2;2015;3;31;;22;45;;;1;;;45;Female
182-10-17-2;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 2;Højbjerg;8270;1;01/08/2015;31/01/2017;64;87756;89952;1371;1406;2;2015;3;31;31/10/2016;14;19;;;0;;;19;Male
182-10-17-4;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 2;Højbjerg;8270;1;01/12/2016;31/01/2018;64;89952;91476;1406;1429;2;2015;3;31;31/10/2017;10;;;;;;;;
182-10-17-6;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 2;Højbjerg;8270;0;16/01/2018;;64;91476;99896,52;1429;1561;2;2015;3;31;;70;46;;;1;;;46;Female
182-10-18-2;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 3;Højbjerg;8270;1;01/08/2015;30/09/2017;40;59448;62400;1486;1560;2;2015;2;31;30/06/2017;22;;;;;;;;
182-10-18-4;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 3;Højbjerg;8270;1;16/08/2017;31/08/2019;40;62400;63628,32;1560;1591;2;2015;2;31;31/05/2019;21;18;;;1;;;18;Female
182-10-18-6;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 3;Højbjerg;8270;1;01/09/2019;30/06/2023;40;61560;67632,6;1539;1691;2;2015;2;31;30/03/2023;42;24;;;1;;;24;Female
182-10-18-8;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 3;Højbjerg;8270;1;01/07/2023;31/12/2023;40;63600;63600;1590;1590;2;2015;2;31;30/09/2023;2;20;;;1;;;20;Female
182-10-18-10;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 3;Højbjerg;8270;0;01/01/2024;;40;67800;63600;1695;1590;2;2015;2;31;;#NUM!;28;;;1;;;28;Female
182-10-19-2;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 4;Højbjerg;8270;1;01/08/2015;31/08/2016;67;90096;92352;1345;1378;2;2015;3;31;31/05/2016;9;23;;;0;;;23;Male
182-10-19-4;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 4;Højbjerg;8270;1;01/08/2016;30/11/2020;67;92352;95103,24;1378;1419;2;2015;3;31;30/08/2020;48;42;;;1;;;42;Female
182-10-19-6;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 4;Højbjerg;8270;1;15/12/2020;31/05/2023;67;95940;102368,04;1432;1528;2;2015;3;31;28/02/2023;26;33;;;0;;;33;Male
182-10-19-8;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 4;Højbjerg;8270;0;01/07/2023;;67;97800;97800;1460;1460;2;2015;3;31;;4;21;21;;0;0;;21;Male
182-10-20-2;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 5;Højbjerg;8270;1;01/08/2015;31/01/2019;68;90396;99780;1329;1467;2;2015;3;31;31/10/2018;38;21;20;;0;0;;21;Male
182-10-20-4;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 5;Højbjerg;8270;1;16/02/2019;28/02/2022;68;95400;96331,68;1403;1417;2;2015;3;31;28/11/2021;33;26;26;;0;1;;26;Both
182-10-20-6;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 5;Højbjerg;8270;0;01/03/2022;;68;97800;101712;1438;1496;2;2015;3;31;;20;26;21;;0;1;;24;Both
182-10-21-2;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 6;Højbjerg;8270;1;01/08/2015;31/10/2015;76;93756;93756;1234;1234;2;2015;3;31;31/07/2015;99;44;;;1;;;44;Female
182-10-21-4;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 6;Højbjerg;8270;1;01/10/2015;30/06/2018;76;93756;100956;1234;1328;2;2015;3;31;30/03/2018;29;18;;;0;;;18;Male
182-10-21-6;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 6;Højbjerg;8270;1;01/07/2018;31/07/2021;76;100956;102235,2;1328;1345;2;2015;3;31;30/04/2021;33;25;27;;0;1;;26;Both
182-10-21-8;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 6;Højbjerg;8270;1;01/08/2021;31/10/2022;76;103800;103800;1366;1366;2;2015;3;31;31/07/2022;11;25;;;1;;;25;Female
182-10-21-12;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 6;Højbjerg;8270;0;01/11/2022;;76;102000;102000;1342;1342;2;2015;3;31;;12;25;;;0;;;25;Male
182-10-22-2;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 7;Højbjerg;8270;1;01/08/2015;28/02/2017;84;100728;104796;1199;1248;2;2015;2;31;28/11/2016;15;23;;;1;;;23;Female
182-10-22-4;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 7;Højbjerg;8270;1;01/01/2017;30/06/2018;84;104796;106461,12;1248;1267;2;2015;2;31;30/03/2018;14;19;19;;1;0;;19;Both
182-10-22-6;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 7;Højbjerg;8270;1;01/07/2018;31/07/2020;84;106464;107813,04;1267;1283;2;2015;2;31;30/04/2020;21;24;30;;1;0;;27;Both
182-10-22-8;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 7;Højbjerg;8270;1;01/08/2020;30/06/2021;84;106740;106740;1271;1271;2;2015;2;31;30/03/2021;7;25;;;0;;;25;Male
182-10-22-10;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 7;Højbjerg;8270;1;15/08/2021;31/05/2022;84;107400;102000;1279;1214;2;2015;2;31;28/02/2022;6;30;;;1;;;30;Female
182-10-22-12;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 7;Højbjerg;8270;0;01/05/2022;;84;102000;106080;1214;1263;2;2015;2;31;;18;31;;;1;;;31;Female
182-10-23-2;Rundhøj Alle 61;Rundhøj Alle 61F, 2. - 8;Højbjerg;8270;0;01/08/2015;;84;105000;127932;1250;1523;2;2015;3;31;;99;69;;;1;;;69;Female
182-10-24-2;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 1;Højbjerg;8270;1;01/08/2015;31/08/2016;120;127980;131184;1067;1093;3;2015;5;31;31/05/2016;9;29;;;1;;;29;Female
182-10-24-4;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 1;Højbjerg;8270;1;01/08/2016;28/02/2017;120;131184;131838,6;1093;1099;3;2015;5;31;28/11/2016;3;29;33;;1;0;;31;Both
182-10-24-6;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 1;Højbjerg;8270;1;01/04/2017;31/03/2021;120;131184;135230,52;1093;1127;3;2015;5;31;31/12/2020;44;43;;;0;;;43;Male
182-10-24-8;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 1;Højbjerg;8270;1;01/04/2021;31/10/2022;120;135000;140332,32;1125;1169;3;2015;5;31;31/07/2022;15;43;;;1;;;43;Female
182-10-24-10;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 1;Højbjerg;8270;1;01/11/2022;31/08/2023;120;129000;129000;1075;1075;3;2015;5;31;31/05/2023;6;47;41;;0;1;;44;Both
182-10-24-12;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 1;Højbjerg;8270;0;15/10/2023;;120;129000;129000;1075;1075;3;2015;5;31;;1;40;;;1;;;40;Female
182-10-25-2;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 2;Højbjerg;8270;1;15/08/2015;31/07/2016;97;119520;122508;1232;1263;3;2015;5;31;30/04/2016;8;21;;;0;;;21;Male
182-10-25-4;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 2;Højbjerg;8270;1;01/08/2016;31/03/2019;97;119520;122979,12;1232;1268;3;2015;5;31;31/12/2018;28;31;;;0;;;31;Male
182-10-25-6;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 2;Højbjerg;8270;0;01/04/2019;;97;119400;130590,6;1231;1346;3;2015;5;31;;55;34;;;0;;;34;Male
182-10-26-2;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 3;Højbjerg;8270;1;15/08/2015;30/06/2016;59;81120;83148;1375;1409;3;2015;3;31;30/03/2016;7;;;;;;;;
182-10-26-4;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 3;Højbjerg;8270;1;01/07/2016;30/04/2021;59;81120;83780,88;1375;1420;3;2015;3;31;30/01/2021;54;;;;;;;;
182-10-26-6;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 3;Højbjerg;8270;1;01/05/2021;28/02/2023;59;83940;86400;1423;1464;3;2015;3;31;28/11/2022;18;20;20;;1;1;;20;Female
182-10-26-8;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 3;Højbjerg;8270;0;01/02/2023;;59;86400;86400;1464;1464;3;2015;3;31;;9;28;;;0;;;28;Male
182-10-27-2;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 4;Højbjerg;8270;1;15/08/2015;31/01/2018;96;121248;130572;1263;1360;3;2015;5;31;31/10/2017;26;21;;;0;;;21;Male
182-10-27-4;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 4;Højbjerg;8270;1;01/02/2018;31/12/2018;96;127392;127392;1327;1327;3;2015;5;31;30/09/2018;7;23;22;27;1;0;0;24;Both
182-10-27-6;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 4;Højbjerg;8270;1;01/02/2019;31/08/2020;96;119400;120329,16;1244;1253;3;2015;5;31;31/05/2020;15;56;;;1;;;56;Female
182-10-27-8;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 4;Højbjerg;8270;1;01/11/2020;28/02/2022;96;107400;109020;1119;1136;3;2015;5;31;28/11/2021;12;41;;;0;;;41;Male
182-10-27-10;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 4;Højbjerg;8270;0;01/02/2022;;96;109020;113380,8;1136;1181;3;2015;5;31;;21;27;26;;1;0;;27;Both
182-10-28-2;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 5;Højbjerg;8270;1;15/08/2015;30/04/2016;109;125352;128484;1150;1179;3;2015;5;31;30/01/2016;5;20;;;1;;;20;Female
182-10-28-4;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 5;Højbjerg;8270;1;01/05/2016;31/05/2017;109;128484;129763,68;1179;1190;3;2015;5;31;28/02/2017;9;26;;;0;;;26;Male
182-10-28-6;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 5;Højbjerg;8270;1;01/06/2017;31/05/2022;109;119100;122623,68;1093;1125;3;2015;5;31;28/02/2022;56;87;;;0;;;87;Male
182-10-28-8;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 5;Højbjerg;8270;0;01/07/2022;;109;119400;124176;1095;1139;3;2015;5;31;;16;23;21;;1;1;;22;Female
182-10-29-2;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 6;Højbjerg;8270;1;01/08/2015;30/06/2019;117;131100;144708;1121;1237;5;2015;3;31;30/03/2019;43;21;;;0;;;21;Male
182-10-29-4;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 6;Højbjerg;8270;1;16/07/2019;31/03/2021;117;125400;125520,96;1072;1073;5;2015;3;31;31/12/2020;17;23;22;;0;0;;23;Male
182-10-29-6;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 6;Højbjerg;8270;1;15/04/2021;31/12/2022;117;125520;131651,76;1073;1125;5;2015;3;31;30/09/2022;17;;;;;;;;
182-10-29-10;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 6;Højbjerg;8270;1;01/03/2023;31/01/2024;117;118800;118800;1015;1015;5;2015;3;31;31/10/2023;7;44;45;;1;0;;45;Both
182-10-30-2;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 7;Højbjerg;8270;1;01/08/2015;31/05/2019;137;141456;156144;1033;1140;3;2015;4;31;28/02/2019;42;23;;;0;;;23;Male
182-10-30-4;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 7;Højbjerg;8270;1;15/07/2019;31/01/2021;137;131400;131526,84;959;960;3;2015;4;31;31/10/2020;15;20;20;;0;1;;20;Both
182-10-30-6;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 7;Højbjerg;8270;1;15/02/2021;31/03/2022;137;127200;128794,56;928;940;3;2015;4;31;31/12/2021;10;35;;;1;;;35;Female
182-10-30-8;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 7;Højbjerg;8270;0;01/04/2022;;137;129000;134160;942;979;3;2015;4;31;;19;34;35;;1;0;;35;Both
182-10-31-2;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 8;Højbjerg;8270;1;01/08/2015;31/07/2017;128;135456;142308;1058;1112;3;2015;4;31;30/04/2017;20;20;;;0;;;20;Male
182-10-31-4;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 8;Højbjerg;8270;1;01/07/2017;31/07/2018;128;142308;142308;1112;1112;3;2015;4;31;30/04/2018;9;20;20;21;1;1;1;20;Female
182-10-31-6;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 8;Højbjerg;8270;1;16/07/2018;30/06/2020;128;142308;143833,68;1112;1124;3;2015;4;31;30/03/2020;20;21;;;0;;;21;Male
182-10-31-8;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 8;Højbjerg;8270;1;01/07/2020;31/05/2022;128;141540;142766,04;1106;1115;3;2015;4;31;28/02/2022;19;41;;;1;;;41;Female
182-10-31-10;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 8;Højbjerg;8270;1;01/07/2022;31/08/2023;128;142800;142800;1116;1116;3;2015;4;31;31/05/2023;10;21;24;;1;0;;23;Both
182-10-31-12;Rundhøj Alle 61;Rundhøj Alle 61F, 3. - 8;Højbjerg;8270;0;01/09/2023;;128;142800;142800;1116;1116;3;2015;4;31;;2;55;;;0;;;55;Male
180-10-1-2;Skejbyparken 18-62;Skejby Parken 18;Aarhus N;8200;1;01/05/2006;30/04/2011;75;78864;93672;1052;1249;St;2004;3;52;30/01/2011;56;20;;;0;;;20;Male
180-10-1-4;Skejbyparken 18-62;Skejby Parken 18;Aarhus N;8200;1;01/06/2011;30/11/2018;75;83196;102312;1109;1364;St;2004;3;52;30/08/2018;86;31;;;0;;;31;Male
180-10-1-6;Skejbyparken 18-62;Skejby Parken 18;Aarhus N;8200;1;01/12/2018;31/07/2021;75;98400;99264;1312;1324;St;2004;3;52;30/04/2021;28;28;27;;1;0;;28;Both
180-10-1-8;Skejbyparken 18-62;Skejby Parken 18;Aarhus N;8200;1;01/08/2021;30/09/2021;75;105600;105600;1408;1408;St;2004;3;52;30/06/2021;27;27;30;;1;0;;29;Both
180-10-1-10;Skejbyparken 18-62;Skejby Parken 18;Aarhus N;8200;0;15/08/2021;;75;105600;118164;1408;1576;St;2004;3;52;;27;24;;;0;;;24;Male
180-10-2-2;Skejbyparken 18-62;Skejby Parken 20;Aarhus N;8200;1;01/03/2009;30/11/2009;69;76320;76320;1106;1106;St;2004;3;52;30/08/2009;5;34;;;0;;;34;Male
180-10-2-4;Skejbyparken 18-62;Skejby Parken 20;Aarhus N;8200;1;01/12/2009;31/01/2011;69;76320;78996;1106;1145;St;2004;3;52;31/10/2010;10;22;22;;1;0;;22;Both
180-10-2-6;Skejbyparken 18-62;Skejby Parken 20;Aarhus N;8200;1;15/11/2010;30/09/2013;69;76320;84612;1106;1226;St;2004;3;52;30/06/2013;31;31;;;1;;;31;Female
180-10-2-8;Skejbyparken 18-62;Skejby Parken 20;Aarhus N;8200;1;01/10/2013;30/09/2020;69;85692;102312;1242;1483;St;2004;3;52;30/06/2020;80;26;;;1;;;26;Female
180-10-2-10;Skejbyparken 18-62;Skejby Parken 20;Aarhus N;8200;0;01/10/2020;;69;100740;109746,36;1460;1591;St;2004;3;52;;37;37;;;1;;;37;Female
180-10-3-2;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 1;Aarhus N;8200;1;01/09/2006;30/09/2009;75;78864;81624;1052;1088;1;2004;3;52;30/06/2009;33;22;;;0;;;22;Male
180-10-3-4;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 1;Aarhus N;8200;1;01/10/2009;30/11/2011;75;81624;81624;1088;1088;1;2004;3;52;30/08/2011;22;24;;;0;;;24;Male
180-10-3-6;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 1;Aarhus N;8200;1;15/10/2011;31/07/2013;75;81624;84072;1088;1121;1;2004;3;52;30/04/2013;18;27;28;;1;0;;28;Both
180-10-3-8;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 1;Aarhus N;8200;1;01/08/2013;31/12/2013;75;84072;84072;1121;1121;1;2004;3;52;30/09/2013;1;22;;;1;;;22;Female
180-10-3-10;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 1;Aarhus N;8200;0;01/01/2014;;75;66000;86112;880;1148;1;2004;3;52;;118;;;;;;;;
180-10-4-2;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 2;Aarhus N;8200;1;01/08/2008;30/06/2010;69;76140;80772;1103;1171;1;2004;3;52;30/03/2010;19;27;21;;0;1;;24;Both
180-10-4-4;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 2;Aarhus N;8200;1;01/07/2010;30/09/2011;69;78420;78420;1137;1137;1;2004;3;52;30/06/2011;11;24;27;;1;0;;26;Both
180-10-4-6;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 2;Aarhus N;8200;1;15/09/2011;30/04/2013;69;78420;83196;1137;1206;1;2004;3;52;30/01/2013;16;64;;;0;;;64;Male
180-10-4-8;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 2;Aarhus N;8200;1;01/04/2013;31/01/2014;69;83196;83196;1206;1206;1;2004;3;52;31/10/2013;6;;;;;;;;
180-10-4-10;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 2;Aarhus N;8200;1;01/02/2014;31/10/2017;69;85692;93636;1242;1357;1;2004;3;52;31/07/2017;41;26;27;;1;0;;27;Both
180-10-4-12;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 2;Aarhus N;8200;1;01/09/2017;31/07/2022;69;93636;96957;1357;1405;1;2004;3;52;30/04/2022;55;23;24;;1;0;;24;Both
180-10-4-14;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 2;Aarhus N;8200;1;01/08/2022;31/07/2023;69;93000;96720;1348;1402;1;2004;3;52;30/04/2023;8;20;;;0;;;20;Male
180-10-4-16;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 2;Aarhus N;8200;1;01/08/2023;30/11/2023;69;97200;97200;1409;1409;1;2004;3;52;30/08/2023;0;43;;;1;;;43;Female
180-10-4-18;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 2;Aarhus N;8200;0;01/09/2023;;69;97200;97200;1409;1409;1;2004;3;52;;2;27;;;0;;;27;Male
180-10-5-2;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 3;Aarhus N;8200;0;01/09/2005;;40;45648;64368;1141;1609;1;2004;1;52;;218;20;;;0;;;20;Male
180-10-6-2;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 4;Aarhus N;8200;1;01/10/2005;30/11/2017;68;73560;96876;1082;1425;1;2004;3;52;30/08/2017;142;20;;;0;;;20;Male
180-10-6-4;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 4;Aarhus N;8200;1;01/02/2018;31/10/2020;68;93600;95160;1376;1399;1;2004;3;52;31/07/2020;29;33;28;;0;1;;31;Both
180-10-6-6;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 4;Aarhus N;8200;1;15/01/2021;30/11/2023;68;83400;89580;1226;1317;1;2004;3;52;30/08/2023;31;34;28;;0;1;;31;Both
180-10-7-2;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 5;Aarhus N;8200;1;15/02/2007;30/04/2010;69;76140;78804;1103;1142;1;2004;3;52;30/01/2010;35;21;;;0;;;21;Male
180-10-7-4;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 5;Aarhus N;8200;1;10/03/2010;31/10/2011;69;78804;78420;1142;1137;1;2004;3;52;31/07/2011;16;26;;;0;;;26;Male
180-10-7-6;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 5;Aarhus N;8200;1;01/10/2011;31/01/2015;69;78420;85692;1137;1242;1;2004;3;52;31/10/2014;36;21;22;;0;1;;22;Both
180-10-7-8;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 5;Aarhus N;8200;1;01/02/2015;31/03/2020;69;88260;97440;1279;1412;1;2004;3;52;31/12/2019;58;20;;;1;;;20;Female
180-10-7-10;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 5;Aarhus N;8200;1;15/03/2020;31/03/2021;69;97440;85800;1412;1243;1;2004;3;52;31/12/2020;9;31;;;1;;;31;Female
180-10-7-12;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 5;Aarhus N;8200;1;01/03/2021;30/04/2022;69;85800;88543,08;1243;1283;1;2004;3;52;30/01/2022;10;25;;;1;;;25;Female
180-10-7-14;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 5;Aarhus N;8200;1;01/06/2022;30/09/2023;69;90000;93600;1304;1357;1;2004;3;52;30/06/2023;12;23;24;;0;0;;24;Male
180-10-8-2;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 6;Aarhus N;8200;1;01/04/2007;30/09/2010;69;76140;78420;1103;1137;1;2004;3;52;30/06/2010;38;23;24;;1;0;;24;Both
180-10-8-4;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 6;Aarhus N;8200;1;01/09/2010;28/02/2017;69;78420;96444;1137;1398;1;2004;3;52;28/11/2016;74;31;37;;1;0;;34;Both
180-10-8-6;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 6;Aarhus N;8200;1;01/03/2017;30/04/2021;69;94500;97226,88;1370;1409;1;2004;3;52;30/01/2021;46;26;;;0;;;26;Male
180-10-8-8;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 6;Aarhus N;8200;1;01/05/2021;31/01/2022;69;94740;94740;1373;1373;1;2004;3;52;31/10/2021;5;26;;;1;;;26;Female
180-10-8-10;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 6;Aarhus N;8200;0;01/04/2022;;69;93600;97344;1357;1411;1;2004;3;52;;19;29;30;;0;1;;30;Both
180-10-9-2;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 7;Aarhus N;8200;1;01/11/2008;31/10/2011;75;78864;81564;1052;1088;1;2004;3;52;31/07/2011;32;50;;;1;;;50;Female
180-10-9-4;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 7;Aarhus N;8200;1;15/11/2011;31/01/2013;75;81624;84072;1088;1121;1;2004;3;52;31/10/2012;11;;;;;;;;
180-10-9-6;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 7;Aarhus N;8200;1;01/02/2013;30/06/2014;75;84072;86592;1121;1155;1;2004;3;52;30/03/2014;13;41;;;0;;;41;Male
180-10-9-8;Skejbyparken 18-62;Skejby Parken 22, 1. sal, lejl. 7;Aarhus N;8200;0;01/07/2014;;75;93744;117060;1250;1561;1;2004;3;52;;112;39;;;1;;;39;Female
180-10-10-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 1;Aarhus N;8200;1;01/06/2006;30/06/2011;91;88800;105468;976;1159;2;2004;4;52;30/03/2011;57;19;;;1;;;19;Female
180-10-10-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 1;Aarhus N;8200;1;01/07/2011;31/08/2014;91;95124;103944;1045;1142;2;2004;4;52;31/05/2014;34;26;26;;0;1;;26;Both
180-10-10-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 1;Aarhus N;8200;1;01/09/2014;30/06/2015;91;115920;118308;1274;1300;2;2004;4;52;30/03/2015;6;19;20;20;1;1;1;20;Female
180-10-10-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 1;Aarhus N;8200;1;01/07/2015;30/04/2020;91;113760;125592;1250;1380;2;2004;4;52;30/01/2020;54;18;19;;1;1;;19;Female
180-10-10-10;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 1;Aarhus N;8200;1;01/07/2020;30/04/2021;91;112800;112800;1240;1240;2;2004;4;52;30/01/2021;6;20;19;;1;1;;20;Female
180-10-10-12;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 1;Aarhus N;8200;0;15/05/2021;;91;111600;122400,84;1226;1345;2;2004;4;52;;30;33;30;;0;1;;32;Both
180-10-11-2;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 2;Aarhus N;8200;1;01/06/2009;30/06/2011;83;89340;92016;1076;1109;2;2004;4;52;30/03/2011;21;19;19;;0;0;;19;Male
180-10-11-4;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 2;Aarhus N;8200;1;01/06/2011;30/06/2013;83;92016;97620;1109;1176;2;2004;4;52;30/03/2013;21;25;25;;0;1;;25;Both
180-10-11-6;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 2;Aarhus N;8200;1;01/07/2013;31/10/2013;83;97320;97320;1173;1173;2;2004;4;52;31/07/2013;0;27;30;;0;0;;29;Male
180-10-11-8;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 2;Aarhus N;8200;1;01/10/2013;31/12/2013;83;97320;97320;1173;1173;2;2004;4;52;30/09/2013;121;19;;;1;;;19;Female
180-10-11-10;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 2;Aarhus N;8200;1;15/10/2013;30/06/2019;83;97320;116208;1173;1400;2;2004;4;52;30/03/2019;65;15;15;;1;1;;15;Female
180-10-11-12;Skejbyparken 18-62;Skejby Parken 22, 2. sal, lejl. 2;Aarhus N;8200;1;01/07/2019;31/12/2020;83;111000;111214,08;1337;1340;2;2004;4;52;30/09/2020;14;20;21;;1;0;;21;Both
